Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,target_binary,approval_ratio,GDP_log,segment,pc1,pc2
1,1,1,9500,1,1,123.0,1,37,37,7,7,119.7,0,0,0,1,1,0,20,0,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0,0.0,1.5789789111349375,1,-1.6804912912351164,-0.04832176159390233
1,17,1,9500,1,1,152.0,1,19,19,4,9,132.5,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,0.321630234989886,0.44567275054672756
1,44,1,9003,1,39,130.0,1,1,19,3,10,130.0,1,0,0,1,1,0,19,0,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,0,0.46781854688438845,0.22440930239580906
1,39,1,9085,1,1,133.1,1,1,1,4,4,120.0,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout,0,0.8,-0.06187433988886649,0,-0.21833512183291434,-0.36545502507621414
1,17,1,9670,1,1,133.1,1,1,37,4,5,150.0,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,1.1138933607216728,1.5728176517007988
1,1,1,9147,1,1,124.0,1,38,38,9,9,115.6,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.0026446809215435493,-0.7464447091037838
1,43,2,9500,1,6,119.1,1,1,19,4,10,119.1,0,0,0,1,1,0,22,0,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,-0.14366098508454658,-0.4502304999893595
1,1,2,9070,1,1,128.0,1,19,19,3,3,123.5,1,1,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0.6666666666666666,-0.06187433988886649,0,-0.34734953727716356,-0.07325699916085987
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout,0,0.0,0.8586620427662424,1,-1.6708001690275573,-0.02809563635432771
1,43,1,9500,1,19,133.1,1,34,34,0,0,110.0,1,0,0,1,1,0,27,0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout,0,0.0,1.477048952698831,1,-1.9938375759461995,-0.7022998110068226
1,17,1,9500,1,1,145.0,1,1,1,4,10,131.4,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout,0,1.0,1.5789789111349375,0,0.5130437838529985,0.31879788684715876
1,18,2,9500,1,1,141.0,24,1,1,4,3,126.8,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.36444657667042285,0.00866396650701053
1,43,4,9500,1,6,118.9,1,38,37,5,9,118.9,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,-0.15012173322291902,-0.4637145834824087
2,39,1,9991,0,1,160.0,1,37,37,9,9,153.5,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,1.2269564531431973,1.8087891128291718
1,17,5,9773,1,1,111.0,1,19,12,7,3,115.9,1,0,0,1,0,0,22,0,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.012335803129103182,-0.7262185838642082
1,1,2,9254,1,1,111.0,1,1,19,5,7,109.3,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,-0.20086888543720083,-1.1711933391348552
1,1,1,9670,1,1,123.0,1,37,38,9,9,113.9,1,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout,0,0.6666666666666666,1.7578580899661518,0,-0.6574654479190599,-0.7204930068272545
1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate,1,0.8333333333333334,1.7664418321839215,0,-0.09966901162111542,-0.25815491483551056
1,7,1,9500,1,3,140.0,1,1,37,9,5,140.0,0,0,0,1,0,0,30,0,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,0.5639082901788676,0.9513258815360985
1,18,1,9238,1,1,122.0,1,38,38,9,7,114.7,0,0,1,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,-0.02642868570113396,-0.8071230848225077
1,1,1,9254,1,1,128.0,1,19,19,7,8,120.0,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled,1,1.0,1.7664418321839215,0,0.1447811399657463,-0.4497948722566857
1,1,1,9238,1,1,108.0,1,19,38,9,9,107.3,0,1,0,1,0,1,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled,1,0.6666666666666666,1.7664418321839215,0,-0.870670136485364,-1.1654677620979017
1,17,1,9085,1,1,139.0,1,38,38,5,3,136.2,0,0,0,1,0,0,19,0,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.6681017391739462,0.6424158906803551
1,1,2,9556,1,1,130.0,1,1,38,3,8,119.5,1,0,0,1,0,1,21,0,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,0.12862926961981416,-0.48350508098931055
1,18,1,9853,1,1,133.1,1,1,19,141,182,106.0,1,0,1,1,0,0,21,0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled,1,1.0,2.024193199549745,0,-0.3074712297203527,-1.3936807167701784
1,1,4,9670,1,1,130.0,1,1,1,9,9,124.1,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled,1,1.0,2.024193199549745,0,0.27722647680238943,-0.1733711606491633
1,1,3,9147,1,1,143.0,1,1,1,5,7,133.2,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate,1,0.8,0.8586620427662424,0,0.20807425529969295,0.5244944854650782
4,39,1,9085,1,1,110.0,1,37,37,90,90,110.0,0,0,0,0,0,0,35,0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout,0,0.2,-0.06187433988886649,1,-1.6307213141475387,-0.7866396581872941
1,1,6,9500,1,1,120.0,41,1,1,9,6,114.8,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled,1,0.5714285714285714,1.8050048604517461,0,-0.8013045869147922,-0.6196527991178298
1,1,1,9500,1,1,140.0,1,38,37,9,7,130.0,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,0.20844978845677356,0.28465205038186026
1,17,5,9070,1,1,125.0,1,19,1,5,5,122.6,1,0,0,1,1,0,22,0,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled,1,0.16666666666666666,-0.06187433988886649,1,-1.2842135583964933,0.0769142430715942
1,17,1,9500,1,1,134.0,1,38,1,9,6,133.5,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,0,0.5808816393059132,0.46038076352418217
2,39,1,9254,1,1,130.0,1,37,37,4,7,120.0,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate,1,0.8333333333333334,-0.06187433988886649,0,-0.15781574486647093,-0.3795116662729594
2,7,1,9147,1,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled,1,0.625,1.7578580899661518,0,0.2484255844983955,-0.8525523807484504
1,1,3,9500,1,1,142.0,1,37,38,9,9,137.3,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,0.4442670955073827,0.7768210978781822
1,17,3,9254,1,1,127.0,1,37,37,9,6,123.5,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled,1,0.6666666666666666,1.477048952698831,0,-0.34734953727716356,-0.07325699916085987
2,39,1,9147,1,1,140.0,1,37,37,6,10,131.8,0,0,0,1,0,0,35,0,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled,1,0.8,1.7578580899661518,0,0.16284901833108376,0.4301059010137305
2,39,1,9147,1,1,140.0,1,38,37,4,7,130.0,1,0,0,0,0,0,39,0,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,0,0.6,-0.06187433988886649,0,-0.25841397671293304,0.3930889967567523
1,18,6,9500,1,1,142.0,1,38,37,9,5,128.0,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.4123702434926435,0.5112677033676681
4,39,1,9254,1,1,120.0,1,37,37,9,8,103.4,0,0,0,1,0,1,36,0,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate,1,1.0,1.7578580899661518,0,-0.39146095551919957,-1.5689738021798267
1,1,2,9500,1,1,124.0,1,37,37,9,9,116.0,1,0,0,1,0,1,21,0,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate,1,0.875,0.8586620427662424,0,-0.21138148642587357,-0.666764137629889
1,1,1,9238,1,1,157.0,1,3,38,1,5,136.7,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled,1,0.6666666666666666,-0.06187433988886649,0,0.07905983985544372,0.8166925113804324
2,39,1,9238,1,1,126.6,1,38,38,9,7,107.5,0,0,1,1,0,1,42,0,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,-0.2590156186825564,-1.2925500905723042
1,39,1,9119,1,1,110.0,1,37,37,90,90,108.4,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,0,0.0,1.7578580899661518,1,-2.045523561053182,-0.8101724789512212
1,17,1,9773,1,1,144.0,1,19,19,4,4,130.7,1,0,0,1,0,0,20,0,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled,1,1.0,1.477048952698831,0,0.4904311653686931,0.271603594621483
2,44,1,8014,0,39,160.0,1,37,19,9,10,153.5,0,0,0,1,0,0,33,0,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,2.0114438885483352,1.2478943908740228
1,1,4,9254,1,1,105.0,1,1,19,9,6,106.1,1,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate,1,0.8333333333333334,1.5789789111349375,0,-0.6068377404833838,-1.3166554690399275
1,1,2,9670,1,1,130.0,1,26,30,0,5,128.6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate,1,0.8,1.477048952698831,0,0.05947704811711771,0.21436056512493099
2,43,1,9991,0,3,140.0,1,37,19,9,4,140.0,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout,0,0.5,1.1442231183914489,0,0.9290485465132295,0.361603465725951
1,1,1,9147,1,1,138.0,1,37,37,9,6,145.0,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.9523746572623517,1.2357155643745512
1,17,1,8014,0,1,120.0,1,38,37,6,6,113.0,0,0,0,1,0,1,24,0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate,1,0.6666666666666666,1.7578580899661518,0,-0.6865388145417378,-0.7811713825459794
1,1,1,9853,1,1,135.0,1,19,12,9,7,137.1,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.6971751057966242,0.70309426639908
1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled,1,0.6,1.477048952698831,0,-0.5911425058391344,-0.3013413031353171
1,17,1,9500,1,1,121.0,1,1,1,4,3,120.5,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate,1,0.875,1.7578580899661518,0,-0.06601465331248453,-0.36337225903626624
1,1,5,9238,1,1,126.0,1,38,1,9,5,125.7,1,0,0,1,0,1,19,0,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.32891246190937246,-0.06549849270476352
1,17,4,9500,1,1,132.0,1,38,19,5,7,125.5,0,0,0,1,0,1,19,0,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate,1,0.8571428571428571,-13.815510557824496,0,0.06308295534338458,-0.018739828211762424
1,1,1,9238,1,1,128.0,1,19,19,5,5,124.5,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,1,0.6666666666666666,1.7664418321839215,0,-0.31504579658529935,-0.005836581695610407
4,39,1,8014,0,1,160.0,1,37,37,5,5,126.0,0,0,0,1,0,1,38,0,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate,1,0.8888888888888888,1.5789789111349375,0,1.1828555747689709,-0.7462765260829032
1,1,1,171,1,1,125.0,1,19,19,5,4,136.2,1,0,1,1,1,0,21,0,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled,1,0.9166666666666666,2.024193199549745,2,2.0857781675681135,-0.4442319502380795
1,43,1,9147,1,1,127.0,25,1,5,9,10,124.2,1,0,0,1,1,0,23,1,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,1,0.2,-13.815510557824496,1,-1.1720081963230666,0.17073026981924866
1,17,5,9500,1,1,147.0,1,19,1,4,3,138.5,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.7424003427652343,0.7974828508504297
1,1,2,9773,1,1,130.0,1,38,37,5,3,122.3,1,0,1,0,0,0,18,0,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout,0,1.0,1.5789789111349375,0,0.21907974355703388,-0.29472791208661214
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,1,0.0,-0.06187433988886649,1,-1.476977724876372,0.37642686843716916
1,39,1,9003,1,1,140.0,1,19,19,9,6,135.4,1,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled,1,0.8333333333333334,1.7664418321839215,0,0.33966186178823826,0.6587627626918829
1,1,1,9773,1,1,151.0,2,1,1,5,9,146.5,0,0,0,1,0,1,18,1,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,1,1.0,0.8586620427662424,0,1.000830268300148,1.3368461905724256
1,1,1,9130,1,1,132.0,1,3,1,4,9,121.9,1,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.2061582472802885,-0.32169607907271136
1,7,1,9991,0,40,130.0,1,19,19,7,3,130.0,0,0,0,1,0,0,26,0,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,Graduate,1,0.8,1.8050048604517461,2,1.4121813440942912,-0.6260753870156341
1,1,1,9147,1,1,126.0,1,19,19,9,9,115.2,0,0,1,1,0,0,19,0,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled,1,0.2,1.7664418321839215,1,-1.4627418625498447,-0.43605348736799665
1,18,3,9670,1,1,119.0,1,38,38,9,9,115.2,1,0,0,1,0,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.8586620427662424,1,-1.8258581243485055,-0.3517136401875251
1,1,1,9254,1,1,123.0,1,38,37,5,5,125.1,0,0,0,1,0,0,19,0,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled,1,0.6666666666666666,1.1442231183914489,0,-0.295663552170181,0.03461566878353891
1,1,1,9130,1,1,106.0,1,37,37,9,9,108.0,1,0,1,1,0,0,20,0,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout,0,0.4,-0.06187433988886649,1,-1.3322125337326065,-1.0058203402982648
1,1,3,9254,1,1,121.0,1,19,19,9,9,125.9,1,0,0,1,0,0,22,0,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled,1,0.6666666666666666,-0.06187433988886649,0,-0.26982055961668927,0.08855200275573925
1,1,2,9500,1,1,138.0,1,19,1,5,5,128.0,1,0,0,1,0,0,19,0,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,0.40321106550066005,0.0895684674653101
1,1,5,9500,1,1,118.0,1,3,1,5,10,113.5,1,0,0,1,0,0,20,0,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,Graduate,1,1.0,1.7664418321839215,0,-0.06519317453137115,-0.8880275857808075
2,39,1,9147,1,1,120.0,1,37,37,5,5,124.6,0,0,0,1,0,0,36,0,0,5,8,3,11.0,0,0,5,12,4,13.375,0,10.8,1.4,1.74,Enrolled,1,0.6,1.7578580899661518,0,-0.432854176449,0.029018742444404697
1,39,1,9853,1,19,133.1,1,19,4,9,4,116.0,1,0,0,1,0,0,29,0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.8000151317950142,-0.29777730621532567
1,17,3,9238,1,1,141.0,1,3,3,2,2,124.9,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate,1,1.0,0.8586620427662424,0,0.30306946935588114,-0.11943482667696292
5,39,1,9147,1,1,180.0,1,1,1,4,8,140.5,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0,0.0,1.5789789111349375,1,-1.0085734848443408,1.3540229216832866
5,39,1,9003,1,1,180.0,1,1,1,4,8,153.5,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,0,0.0,2.024193199549745,1,-0.5886248558501062,2.23048834873153
1,17,1,9773,1,1,115.0,1,37,37,9,8,116.1,1,0,0,1,0,1,18,0,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.018796551267475623,-0.7127345003711592
1,17,2,171,1,1,142.0,1,3,1,2,6,139.4,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,1,0.0,-13.815510557824496,1,-1.0441075996053912,1.2798604624715126
1,17,4,9556,1,1,135.0,1,38,37,3,7,129.0,1,0,0,1,0,0,21,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.8586620427662424,1,-1.3800665028007792,0.5786881208329175
2,39,1,9670,1,1,150.0,1,37,19,9,4,135.6,0,0,0,1,0,1,43,0,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate,1,0.8333333333333334,1.7664418321839215,0,0.34612260992661076,0.672246846184932
1,43,1,9147,1,1,153.0,1,1,19,9,10,147.8,0,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,Graduate,1,1.0,1.1442231183914489,0,1.0428251311995718,1.4244927332772506
1,18,1,9085,1,1,153.0,1,37,37,9,9,138.0,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout,0,1.0,2.024193199549745,0,0.7262484724193021,0.7637726421178048
1,7,1,9147,1,3,150.0,1,6,27,1,7,150.0,0,0,0,1,0,0,26,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0.0,-0.06187433988886649,1,-0.7016879482716308,1.9945168876031567
1,1,6,9500,1,1,144.0,1,1,19,9,4,130.8,1,0,0,1,0,1,19,0,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,Graduate,1,0.875,0.8586620427662424,0,0.26671387581371725,0.33105804085580415
1,1,1,9085,1,1,130.0,1,37,11,90,90,122.6,0,0,0,1,0,0,18,0,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate,1,1.0,1.477048952698831,0,0.22877086576459307,-0.2745017868470375
1,1,1,9773,1,1,125.0,1,3,2,2,1,119.1,1,0,0,1,0,0,22,0,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout,0,0.3333333333333333,-0.06187433988886649,1,-1.0946797659858007,-0.2293404240405053
1,39,1,9500,1,19,133.1,1,1,19,4,10,111.8,1,0,0,1,0,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.935690842700844,-0.5809430595693739
1,1,3,9147,1,1,133.0,1,38,19,9,10,125.0,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.3062998434250674,-0.11269278493043836
1,17,1,9085,1,1,140.0,1,37,38,7,9,129.9,0,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,Graduate,1,0.8,-0.06187433988886649,0,0.10147191101654161,0.3020071078297561
1,17,4,9500,1,1,133.0,1,19,19,3,10,131.1,1,0,0,1,0,0,18,0,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,Graduate,1,1.0,1.5789789111349375,0,0.5033526616454389,0.2985717616075831
1,1,1,9085,1,1,154.0,1,38,37,4,4,141.4,0,0,0,1,0,1,19,0,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,1,1.0,1.8050048604517461,0,0.8360811907716408,0.9930020614996535
1,39,1,9085,1,1,133.1,1,37,37,9,9,120.0,0,0,0,0,0,0,32,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0,0.0,1.8050048604517461,1,-1.6708001690275573,-0.02809563635432771
1,42,1,9500,1,1,168.0,1,37,1,9,4,133.4,1,0,0,1,0,0,23,0,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,Graduate,1,1.0,-13.815510557824496,2,5.807567501270981,-3.2856594245900013
1,17,3,9500,1,1,132.0,1,37,37,4,3,127.3,1,0,0,1,0,0,20,0,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate,1,0.8571428571428571,1.477048952698831,0,0.1212296885887401,0.10261692322568644
1,1,1,171,1,1,133.1,1,19,38,5,5,131.8,1,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,Graduate,1,1.0,2.024193199549745,2,2.0949401509400203,-0.7760233900770389
1,17,1,9238,1,1,120.0,1,19,19,4,5,114.8,1,0,1,0,0,0,19,0,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,Dropout,0,0.8333333333333334,1.1442231183914489,0,-0.32579519646416494,-0.730097837092257
1,1,3,9500,1,1,150.0,1,19,19,5,5,132.8,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate,1,1.0,-0.06187433988886649,0,0.5582690208216086,0.41318647129850833
1,44,1,9003,1,39,140.0,1,19,19,9,4,140.0,0,0,0,1,0,0,21,0,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,Dropout,0,0.5,-13.815510557824496,0,-0.11693470069362119,1.1094630949994828
1,1,1,9500,1,1,103.0,1,1,19,9,9,108.3,0,0,0,1,0,1,20,0,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Enrolled,1,0.0,1.8050048604517461,1,-2.048753935122369,-0.8169145206977468
